Problem97.U5QCriticalTripleClass.qcritical_exact_selected_antipodal_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_antipodal_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u : ℝ²} {T B₁ B₂ Bu : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (hsel : U5SelectedCandidateSkeleton D q p T u) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (Ku : U5QDeletedK4Class D q u Bu) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (huB₂ : u ∈ B₂) (ht₁Bu : t₁ ∈ Bu) (ht₃Bu : t₃ ∈ Bu) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_exact_selected_antipodal_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_exact_selected_antipodal_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u : ℝ²} {T B₁ B₂ B₃ : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (hsel : U5SelectedCandidateSkeleton D q p T u) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (huB₂ : u ∈ B₂) (hpB₃ : p ∈ B₃) (huB₃ : u ∈ B₃) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_collinear_tail_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_collinear_tail_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u a : ℝ²} {T B₁ B₂ Ba : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (hsel : U5SelectedCandidateSkeleton D q p T u) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (Ka : U5QDeletedK4Class D q a Ba) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (huB₂ : u ∈ B₂) (ht₂Ba : t₂ ∈ Ba) (ht₃Ba : t₃ ∈ Ba) (huBa : u ∈ Ba) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_selected_circumcenter_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_circumcenter_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ x : ℝ²} {T B₁ B₂ Bx : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (hx_mem : x ∈ (D.skeleton q).erase p) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (Kx : U5QDeletedK4Class D q x Bx) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (hxB₁ : x ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (hpBx : p ∈ Bx) (ht₂Bx : t₂ ∈ Bx) (ht₃Bx : t₃ ∈ Bx) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_selected_right_exact_center_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_right_exact_center_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u : ℝ²} {T B₁ B₂ B₃ : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (hu_mem : u ∈ (D.skeleton q).erase p) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpB₂ : p ∈ B₂) (huB₂ : u ∈ B₂) (ht₁B₃ : t₁ ∈ B₃) (ht₂B₃ : t₂ ∈ B₃) (huB₃ : u ∈ B₃) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_selected_right_mid_selected_radius_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_right_mid_selected_radius_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u : ℝ²} {T B₁ B₂ B₃ : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (hu_mem : u ∈ (D.skeleton q).erase p) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpB₂ : p ∈ B₂) (huB₂ : u ∈ B₂) (ht₂B₃ : t₂ ∈ B₃) (huB₃ : u ∈ B₃) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_selected_right_pair_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_right_pair_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u : ℝ²} {T B₁ B₂ Bu : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (hu_mem : u ∈ (D.skeleton q).erase p) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (Ku : U5QDeletedK4Class D q u Bu) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (ht₂Bu : t₂ ∈ Bu) (ht₃Bu : t₃ ∈ Bu) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_selected_selected_exact_aux_exact_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_selected_exact_aux_exact_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u d : ℝ²} {T B₁ Bu Bd : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (Ku : U5QDeletedK4Class D q u Bu) (Kd : U5QDeletedK4Class D q d Bd) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpBu : p ∈ Bu) (ht₂Bu : t₂ ∈ Bu) (ht₃Bu : t₃ ∈ Bu) (hdBu : d ∈ Bu) (hpBd : p ∈ Bd) (ht₃Bd : t₃ ∈ Bd) (huBd : u ∈ Bd) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_selected_selected_exact_right_exact_pair_incompatibility	theorem U5QCriticalTripleClass.qcritical_exact_selected_selected_exact_right_exact_pair_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u : ℝ²} {T B₁ B₃ Bu : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₃ : U5QDeletedK4Class D q t₃ B₃) (Ku : U5QDeletedK4Class D q u Bu) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (hpBu : p ∈ Bu) (ht₂Bu : t₂ ∈ Bu) (ht₃Bu : t₃ ∈ Bu) (ht₁B₃ : t₁ ∈ B₃) (ht₂B₃ : t₂ ∈ B₃) : False
Problem97.U5QCriticalTripleClass.qcritical_chain_extra_two_intersections_incompatibility	theorem U5QCriticalTripleClass.qcritical_chain_extra_two_intersections_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ x : ℝ²} {T B₁ B₂ B₃ : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (hx_mem : x ∈ (D.skeleton q).erase p) (hx_notin_T : x ∉ T) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (hxB₁ : x ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (hpB₃ : p ∈ B₃) (hxB₃ : x ∈ B₃) : False
